video_id;playlist_name;video_name;publication_date;views;likes;dislikes;favorites;comments;duration_seconds
cm_syjUxRTM;Сломанные Игры;СЛОМАННЫЕ ИГРЫ Ep.2: Bly vs SKillous - Карты с лавой, кислотой и длинным узким мостом в StarCraft II;2021-02-28T14:00:07Z;97115;5041;85;0;442;3274
o1h7Qf_VguE;Сломанные Игры;СЛОМАННЫЕ ИГРЫ Ep.1: Awers vs GeNieS - Карта из минералов, острова и золотые базы в StarCraft II;2021-02-10T14:00:15Z;160072;8777;177;0;713;3057
H00BLch4O9A;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;КОРЕЯ: НОВЫЙ СЕЗОН - Матч-открытие GSL Super Tournament 2021 | Trap - Dark | Корейский StarCraft II;2021-01-27T14:00:13Z;100057;4118;81;0;320;4585
yZVgetAzqDM;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | INnoVation (T) vs. Solar (Z);2021-01-27T18:00:15Z;15430;526;7;0;56;4503
mQ6U8Utg2gc;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | sOs (P) vs. ByuN (T);2021-01-27T18:30:05Z;9873;421;9;0;40;3264
7gpdP8yLXQM;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | DRG (Z) vs. Dream (T);2021-01-27T19:00:01Z;5983;279;2;0;22;2188
selWzMQGxB0;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | Zoun (P) vs. Armani (Z);2021-01-28T15:00:31Z;4326;216;2;0;8;2647
n1OzoSWUylw;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | Cure (T) vs. PartinG (P);2021-01-28T15:15:01Z;5103;260;4;0;32;2356
te9QnhR4GGo;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | Stats (P) vs. Bunny (T);2021-01-28T15:30:04Z;6288;280;5;0;19;2998
R0qG5dqIqv0;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.16 | Zest (P) vs. SpeCial (T);2021-01-28T15:45:00Z;6521;258;5;0;22;2440
pQWxTJv2OKM;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.8 | Trap (P) vs. INnoVation (T);2021-01-29T16:15:01Z;9746;329;5;0;38;3553
9Y1i_vEkShs;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.8 | sOs (P) vs. Dream (T);2021-01-29T16:30:00Z;6356;247;2;0;21;3511
SYoxBY0vwQo;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.8 | Zoun (P) vs. PartinG (P);2021-01-29T16:45:01Z;3921;163;3;0;10;3295
89-gCD6ixi0;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.8 | Bunny (T) vs. Zest (P);2021-01-29T17:00:10Z;4974;203;5;0;9;2002
mmyXmoEoPWQ;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.4 | Trap (P) vs. Dream (T);2021-01-30T15:15:01Z;6351;244;5;0;12;2875
MAW9uR3ArdI;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Ro.4 | Zoun (P) vs. Zest (P);2021-01-30T15:30:01Z;3279;180;2;0;23;1058
k0pZrKgyP4k;GSL 2021 - Матчи корейских Global StarCraft II League 2021 года;[2021 GSL Super Tournament 1] Финал;2021-01-30T15:45:00Z;15779;526;10;0;86;4170
BPm5D5o9v9I;Лучшие игры любителей в StarCraft 2;ИЗОБРЕТАТЕЛЬ SC2 №1: Креативный протосс Florencio и его билды, которыми побеждают на Чемпионате мира;2021-03-12T14:00:03Z;126219;6786;129;0;541;3461
MdESdWilR0A;Лучшие игры любителей в StarCraft 2;БЕЗЖАЛОСТНЫЕ УБИЙЦЫ: Три битвы протосса и террана в StarCraft 2, в которых игроки остались без всего;2021-03-05T14:00:05Z;92233;4562;73;0;347;3036
x-LdWzWfsVE;Лучшие игры любителей в StarCraft 2;ВОЮЮТ ВСЕ: Толпы рабочих в атаке от игроков-любителей в самых диких противостояниях по StarCraft II;2021-02-19T14:00:31Z;106070;6472;94;0;504;2765
D9wMh7cX72I;Лучшие игры любителей в StarCraft 2;ПОЛНОЕ ИСТРЕБЛЕНИЕ: Игроки в StarCraft II устроили настоящий армагеддон в рейтинговых матчах;2021-02-02T14:00:02Z;107689;5104;120;0;377;2934
njsDwKG0qHU;Лучшие игры любителей в StarCraft 2;НЕМЫСЛИМЫЕ ЧЕЛЛЕНДЖИ: Медленные зерглинги против керриеров и другие безумства в StarCraft II;2020-12-11T14:00:13Z;77341;4053;192;0;362;3122
CFBqmrrnVXw;Лучшие игры любителей в StarCraft 2;НАРОЧНО НЕ ПРИДУМАЕШЬ: Самые безумные стратегии и самые дикие сценарии в играх любителей StarCraft 2;2020-10-19T14:00:06Z;154992;8746;173;0;686;2818
4vQo2BUDvLs;Лучшие игры любителей в StarCraft 2;ПЛАН [НЕ] НА ПОБЕДУ: Новые убийственные задумки и зрелищные матчи игроков-любителей в StarCraft II;2020-10-08T14:00:01Z;98338;5167;127;0;399;3091
68CdSuhRYEE;Лучшие игры любителей в StarCraft 2;АБСУРДНЫЕ СТРАТЕГИИ мастеров StarCraft II: Обзор матчей игроков мастер-лиги за гранью абсурда;2020-09-17T14:00:01Z;180674;7844;158;0;489;2989
ck6JcMYBYCk;Лучшие игры любителей в StarCraft 2;БИТВЫ НАСТОЯЩИХ МУЖЧИН: Оригинальная борьба до последнего от игроков-любителей в StarCraft II;2020-07-08T14:00:08Z;102560;4498;128;0;477;3534
s5xl8IukQGM;Лучшие игры любителей в StarCraft 2;ПРОФИ ОТДЫХАЮТ: Совершенно невероятные сценарии в матчах игроков-любителей в StarCraft II;2020-06-04T14:00:18Z;172143;9139;144;0;814;2909
xJdPw7VI8FQ;Лучшие игры любителей в StarCraft 2;НИ ШАГУ НАЗАД: Неожиданные развязки обоюдной агрессии в любительском StarCraft II;2020-01-21T14:00:11Z;131004;5883;102;0;372;2923
RuijcWc1FEA;Лучшие игры любителей в StarCraft 2;ЭКОНОМИКА НЕ НУЖНА: Каждый юнит и минерал на счету в схватках любителей StarCraft II;2019-12-24T14:00:05Z;195878;8007;187;0;486;2569
AJFDQY0PnZs;Лучшие игры любителей в StarCraft 2;БОЛЬШИЕ ПРОБЛЕМЫ ЧИЗЕРОВ: Что происходит в агрессивных играх любителей Старкрафта;2019-12-13T14:00:01Z;193392;7968;238;0;682;2821
-vXC6rnYxY4;Лучшие игры любителей в StarCraft 2;ТРОЛЛЬ И ГЕНИЙ: Изобретение стратегий от игроков-любителей в StarCraft II;2019-11-05T16:21:24Z;190347;8367;167;0;368;1894
0Z40jDP5E4w;Лучшие игры любителей в StarCraft 2;НОВЫЕ ИДЕИ: Уникальные приемы от игроков-любителей в StarCraft II - Терран против Зерга;2019-10-28T15:00:00Z;177996;8025;193;0;573;2166
53Q_cbFABjo;Лучшие игры любителей в StarCraft 2;САМАЯ ЗРЕЛИЩНАЯ ИГРA RTS: Terran vs Protoss в аматорском StarCraft II;2018-06-08T14:00:00Z;359417;8528;327;0;525;2201
GGftrgISPYc;Видео со мной на других каналах;Стол профессионалов на playmafia. Игры с Alex007, Franklin, 22, Эхо, 007;2021-01-15T11:30:01Z;3169;88;0;0;10;2790
z-m-NDaWG50;Видео со мной на других каналах;А был ли самострел? Мафия с 22, Alex007, Doc, Америка и другими №1;2020-10-15T12:55:42Z;4300;97;3;0;8;3043
JdHLxJf-Sso;Видео со мной на других каналах;Нечестный StarCraft II: Alex007 vs Serral;2020-05-12T11:00:12Z;61982;4303;68;0;301;4193
21acHN5LINM;Видео со мной на других каналах;Киберспорт и мафия. В гостях у Супер комментаторской Alex007SC2.;2020-01-20T16:41:52Z;5476;215;6;0;22;3100
PnmrSYRgcgQ;Видео со мной на других каналах;Alex007 комментирует тетрис;2020-01-01T14:00:04Z;116859;9627;328;0;720;542
0I_UpOSe-LA;Видео со мной на других каналах;Alex007 - начало карьеры, уход из StarLadder, NationWars 2019 / Профессия геймер #3;2019-11-14T13:58:40Z;6869;463;3;0;43;2772
3w5b9T6guuc;Видео со мной на других каналах;WESG 2019: Kazakhstan. StarCraft II upakowka vs AntonyZerg [Alex007 & Drenotur];2019-11-08T09:19:30Z;1886;57;2;0;9;3257
KNkaRpAYLtU;Видео со мной на других каналах;StarCraft II. Финал. Турнир Лига Федерации Казахстана. Alex007 & Drenotur;2019-09-18T18:09:04Z;19509;494;21;0;58;6837
Huz0gdzQnIs;Видео со мной на других каналах;2019 Assembly Summer: Grand Final;2019-08-04T20:58:49Z;49007;858;41;0;106;5034
VUlB27tpt0o;Видео со мной на других каналах;2019 Assembly Summer Ro4 Match 2: Stats (P) vs Serral (Z);2019-08-04T20:57:02Z;38648;1034;44;0;143;4797
KpanUKAg9CM;Видео со мной на других каналах;2019 Assembly Summer Ro8 Match 4: Serral (Z) vs TIME (T);2019-08-04T20:50:41Z;36122;1099;24;0;166;4723
BZW5uW0A6M4;Видео со мной на других каналах;2019 WCS Summer: Grand Final;2019-07-15T19:37:36Z;62963;1576;52;0;291;5129
qurKJCY04uk;Видео со мной на других каналах;2019 WCS Summer - Knockout Bracket Round 6: HellraiseR (P) vs Kelazhur (T);2019-07-14T21:20:03Z;15448;398;17;0;35;5005
6bjzYCsMjmY;Видео со мной на других каналах;2019 GSL Season 2 Final: Trap (P) vs Dark (Z);2019-06-22T13:52:10Z;39444;1063;36;0;257;4735
yGC5TgOSy1M;Видео со мной на других каналах;2019 WCS Spring - Grand Final: Serral (Z) vs SpeCial (T);2019-05-19T21:56:03Z;91772;2233;80;0;307;5579
7pNewQUOqqY;Видео со мной на других каналах;2019 WCS Spring - Playoff Ro24 Match 1: MaSa (T) vs SKillous (P);2019-05-19T21:54:35Z;18970;430;15;0;29;4091
pjyX_EggR7g;Видео со мной на других каналах;2019 GSL Super Tournament 1 - Ro16 Match 1: Maru (T) vs Stats (P);2019-04-18T21:07:21Z;61765;1285;51;0;171;5654
3pc98ajCR0M;Видео со мной на других каналах;2019 GSL Season 1 Final: Classic (P) vs Maru (T);2019-04-14T13:24:14Z;91242;1756;56;0;212;5582
2ufUDQf3HF0;Видео со мной на других каналах;"Интервью с Алексеем ""Alex007"" Трушляковым - топовым комментатором StarCraft II в СНГ";2019-01-07T04:58:29Z;38381;2207;70;0;339;991
uaX5B3j6sS8;Видео со мной на других каналах;WESG Ukraine Qualifiers 2018-2019 - Grand Final;2018-12-26T09:30:44Z;36748;678;26;0;108;6987
XKwMzTPbm00;Видео со мной на других каналах;2018 WCS Global Finals - Final: Stats (P) vs Serral (Z);2018-11-04T21:30:00Z;252094;4855;168;0;610;5717
vJtWf8eQ1p8;Видео со мной на других каналах;2018 GSL Season 3 Final: Maru (T) vs TY (T) - StarCraft II;2018-09-15T15:45:43Z;83580;1219;53;0;241;6136
5KAaqH9BkKY;Видео со мной на других каналах;2018 GSL Season 2 Final: Maru (T) vs Zest (P);2018-06-23T11:28:37Z;36283;983;28;0;236;2631
K3ZYqJhphqA;Видео со мной на других каналах;Nation Wars V - Финал: Нидерланды - Южная Корея;2018-04-29T19:22:54Z;7921;161;12;0;23;10081
TidhX4VMm7s;Видео со мной на других каналах;2018 GSL Season 1, Финал: Stats (P) vs Maru (T);2018-03-31T13:28:44Z;145120;1957;95;0;258;4863
tATWktdOKhc;Видео со мной на других каналах;WCS Global Finals 2017 — Грандфинал Чемпионата мира по StarCraft II;2017-11-06T14:07:35Z;129929;1281;84;0;154;5634
hq70PJLB6NM;Видео со мной на других каналах;Интервью с Alex007 про YouTube, StarCraft и киберспорт [Часть 1];2017-11-03T16:09:13Z;39183;1948;101;0;106;577
Iif5ixA98l0;Видео со мной на других каналах;2017 GSL S3 Final: sOs (P) vs INnoVation (T);2017-09-16T12:41:03Z;125108;1519;102;0;172;5610
i2wd6Rlvifg;Видео со мной на других каналах;StarCraft II Шоуматч: Сборная Кореи vs Сборная Мира;2017-08-07T13:32:22Z;141712;1351;99;0;166;10478
WCc2nWlMONo;Видео со мной на других каналах;"Шоуматч ""Семь лет StarCraft II: Матч сборных всех звезд""";2017-07-29T12:35:25Z;44911;675;15;0;92;14350
Q0SIXSWQfWk;Видео со мной на других каналах;"Шоуматч ""Семь лет StarCraft II: Битва команд поколений""";2017-07-27T08:11:46Z;38606;685;22;0;62;13939
Oha1VLaPFP4;Видео со мной на других каналах;2017 GSL S2 Final: GuMiho (T) vs soO (Z);2017-06-24T14:25:38Z;33147;501;14;0;74;7426
wPfvpt2yu3M;Видео со мной на других каналах;2017 GSL S1 Final: soO (Z) vs Stats (P);2017-03-26T13:43:58Z;52421;;;0;64;4704
4-qOHPbqN9Q;Видео со мной на других каналах;[RU] Bly vs ShoWTimE, WESG 2016 SC2 Europe & CIS Regional Finals;2016-10-09T10:06:21Z;9607;115;7;0;16;2520
R2QDSS5PZA4;Видео со мной на других каналах;[RU] Minato vs HellRaiser, WESG StarCraft 2 Europe Qualifiers;2016-09-19T00:01:03Z;3915;82;1;0;8;2909
tnHE_DFKqBo;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;ОТКРЫТИЕ GSL 2020: Super Tournament Ro16 - TY vs Zest, Trap vs PartinG - Корейский StarCraft II;2020-03-18T14:00:14Z;113935;3907;77;0;341;4825
kYLR5T5HMFA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.16 | Dark (Z) vs. Patience (P) | sOs (P) vs. Rogue (Z);2020-03-18T14:00:11Z;21499;776;19;0;108;4236
GLFK0-Ea5Ko;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;БИТВА ТИТАНОВ GSL: Super Tournament Ro16 - Stats vs Maru, soO vs INnoVation - Корейский StarCraft II;2020-03-21T14:00:03Z;116499;4135;87;0;371;5001
mz3c2MKW_Ms;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.16 | Dear (P) vs. Cure (T) | Armani (Z) vs. Solar (Z);2020-03-21T14:00:14Z;16110;598;11;0;57;4246
xQs-_TVCmi0;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.8 Match 1 | Zest (P) vs. Trap (P);2020-03-25T13:30:08Z;8323;335;5;0;26;2059
7GOkBcNUceY;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.8 Match 2 | Dark (Z) vs. sOs (P);2020-03-25T13:45:00Z;13759;487;13;0;71;2722
BDf7hRm5HBc;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;ЛУЧШИЕ ТЕРРАНЫ 2020: GSL Super Tournament Ro8 - Maru vs INnoVation - Корейский StarCraft II;2020-03-25T14:00:04Z;99972;4390;61;0;362;3249
9_LnsRsT_mA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;ТАКТИЧЕСКИЙ ГЕНИЙ за зерга: GSL Super Tournament Ro8 - Cure vs Solar - Корейский StarCraft II;2020-03-26T14:00:07Z;107160;4166;70;0;385;4045
GG7Mg8j0wGQ;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.4 Match 1 | Trap (P) vs. Dark (Z);2020-03-28T13:59:27Z;8335;338;2;0;26;1966
k6tRovqVrSo;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Super Tournament 1] Ro.4 Match 2 | Maru (T) vs. Solar (Z);2020-03-28T14:02:43Z;18874;777;11;0;151;3428
rJ4QHpBzVSI;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;ФИНАЛ ГОДА в Старкрафте: Maru - Dark в главном матче GSL Super Tournament - Корейский StarCraft II;2020-03-29T09:00:18Z;249406;7238;166;0;670;6787
fqdIdsD3xIc;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group A | Match 1: soO (Z) vs. TRUE (Z);2020-04-11T08:26:39Z;9476;304;3;0;29;1242
aJeWEqSWu7c;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group A | Match 2: sOs (P) vs. Bunny (T);2020-04-11T08:27:33Z;13728;671;14;0;105;1661
F5ug3ew2EWs;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group A | Match 3 — Winners: soO (Z) vs. sOs (P);2020-04-11T08:28:14Z;8750;294;7;0;22;1705
0eGmwnBsG2g;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group A | Match 4 — Losers: TRUE (Z) vs. Bunny (T);2020-04-11T08:28:51Z;6225;252;1;0;18;1576
ySYxrTa6Cw4;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group A | Match 5 — Decider: sOs (P) vs. Bunny (T);2020-04-11T08:29:23Z;9697;456;9;0;87;1839
1S4yfvPbaMA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group B | Match 1: Rogue (Z) vs. TOP (T);2020-04-15T13:33:32Z;7394;328;5;0;30;1234
5vReBe4LJEU;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group B | Match 2: Scarlett (Z) vs. INnoVation (T);2020-04-15T13:34:52Z;11727;501;6;0;68;1775
7v9qztCHN0w;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group B | Match 3 — Winners: Rogue (Z) vs. INnoVation (T);2020-04-15T13:35:47Z;8616;367;6;0;30;1199
--md56aYyBE;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group B | Match 4 — Losers: TOP (T) vs. Scarlett (Z);2020-04-15T13:36:42Z;7950;277;9;0;15;1859
LuixsZkqiPQ;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group B | Match 5 — Decider: Rogue (Z) vs. Scarlett (Z);2020-04-15T13:37:47Z;7270;403;13;0;117;877
G4pMLKGKBcs;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group С | Match 1: Zest (P) vs. DRG (Z);2020-04-18T15:50:44Z;7329;366;3;0;32;1348
LRxrIdyh_5g;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group C | Match 2: Cure (T) vs. Impact (Z);2020-04-18T15:52:39Z;7862;376;7;0;33;1914
lU6UdsTox20;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group C | Match 3 — Winners: Zest (P) vs. Cure (T);2020-04-18T15:53:37Z;8942;353;7;0;18;2029
o6WqX_8hkCE;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group C | Match 4 — Losers: DRG (Z) vs. Impact (Z);2020-04-18T15:54:57Z;5569;209;3;0;15;2412
Gx-sNaycvm4;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group С | Match 5 — Decider: Cure (T) vs. Impact (Z);2020-04-18T15:56:18Z;7151;333;4;0;21;1202
amKfr0R6mBY;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group D | Match 1: PartinG (P) vs. Dream (T);2020-04-22T14:27:35Z;8448;374;3;0;42;1822
QHEYfM1_rNI;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group D | Match 2: Ragnarok (Z) vs. Creator (P);2020-04-22T14:29:06Z;6843;293;6;0;15;1921
JqYjE2Mz7bs;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group D | Match 3 — Winners: PartinG (P) vs. Ragnarok (Z);2020-04-22T14:43:57Z;7149;344;3;0;46;1795
ZZZ6TL6fCTM;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group D | Match 4 — Losers: Dream (T) vs. Creator (P);2020-04-22T14:44:21Z;7568;277;4;0;22;2585
HxhlZU9IJSg;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group D | Match 5 — Decider: PartinG (P) vs. Dream (T);2020-04-22T14:45:16Z;7463;312;6;0;45;1749
bd6FKlHKYRo;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group E | Match 1: TY (T) vs. Bomber (T);2020-04-25T08:00:35Z;7815;401;3;0;24;1185
vANgMMYoDpw;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group E | Match 2: Armani (Z) vs. Dear (P);2020-04-25T08:01:01Z;5174;238;4;0;6;1221
ZtmRo_Dq3e4;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group E | Match 3 — Winners: TY (T) vs. Dear (P);2020-04-25T08:01:37Z;11983;436;8;0;49;2929
RRa28HaZXJ8;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group E | Match 4 — Losers: Bomber (T) vs. Armani (Z);2020-04-25T08:01:54Z;7700;303;7;0;43;2351
PgTOyy1wpcA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group E | Match 5 — Decider: Dear (P) vs. Armani (Z);2020-04-25T08:02:14Z;6687;320;4;0;43;1476
YF_zn1dd_R0;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group F | Match 1: Hurricane (P) vs. TaeJa (T);2020-04-29T15:57:08Z;5939;295;5;0;19;1339
FzzFP6zI2PA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group F | Match 2: SpeCial (T) vs. Stats (P);2020-04-29T15:57:45Z;9459;414;5;0;37;1959
uNVYZCAzYQg;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group F | Match 3 — Winners: Hurricane (P) vs. Stats (P);2020-04-29T15:58:17Z;6918;250;4;0;27;2259
boiEQYiNdvs;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group F | Match 4 — Losers: TaeJa (T) vs. SpeCial (T);2020-04-29T15:58:47Z;5759;269;3;0;14;1632
GlcY1bIW_hU;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 24 | Group F | Match 5 — Decider: Hurricane (P) vs. TaeJa (T);2020-04-29T15:59:17Z;8962;328;6;0;51;2572
nFvuyNUpJQY;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group A | Match 1: Dark (Z) vs. TaeJa (T);2020-05-06T17:56:39Z;13332;599;12;0;79;4727
YiQmvMC6eAg;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group A | Match 2: Scarlett (Z) vs. Dear (P);2020-05-06T17:57:55Z;8316;348;4;0;61;2336
mOXS1QtDj18;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group A | Match 3 — Winners: Dark (Z) vs. Scarlett (Z);2020-05-06T17:59:07Z;7608;325;5;0;54;1683
PX2jMQLPja0;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group A | Match 4 — Losers: TaeJa (T) vs. Dear (P);2020-05-06T17:59:38Z;5566;253;3;0;20;1380
khoaxb-XLDI;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group A | Match 5 — Decider: Scarlett (Z) vs. Dear (P);2020-05-06T18:00:40Z;7447;316;21;0;48;1606
AKCRscFs1RY;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group B | Match 1: TY (T) vs. Solar (Z);2020-05-09T08:56:46Z;7423;405;4;0;35;973
E9kFoYSiKlo;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;2020 GSL Season 1] Round of 16 | Group B | Match 2: Stats (P) vs. Cure (T);2020-05-09T08:58:26Z;7640;359;4;0;37;1596
9ytnwuusHhY;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group B | Match 3 — Winners: TY (T) vs. Cure (T);2020-05-09T09:00:19Z;7854;392;3;0;33;1456
d_zEIbisL8s;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group B | Match 4 — Losers: Solar (Z) vs. Stats (P);2020-05-09T09:02:27Z;6030;318;2;0;20;1260
HXwpCSsYR2k;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group B | Match 5 — Decider: TY (T) vs. Stats (P);2020-05-09T09:04:09Z;10307;461;5;0;56;2303
nbZWrwdEKqc;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group C | Match 1: Trap (P) vs. Bunny (T);2020-05-13T14:52:30Z;8044;410;5;0;42;1774
31_Yyp8Eqxw;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group С | Match 2: PartinG (P) vs. soO (Z);2020-05-13T14:54:19Z;6764;355;2;0;44;1448
2Ml00cccTA0;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group С | Match 3 — Winners: Bunny (T) vs. PartinG (P);2020-05-13T14:55:30Z;8999;355;4;0;38;2600
5RKy5OmvkKA;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group C | Match 4 — Losers: Trap (P) vs. soO (Z);2020-05-13T14:56:19Z;6120;278;7;0;14;1867
4OcQ_UM1feU;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group C | Match 5 — Decider: Bunny (T) vs. Trap (P);2020-05-13T14:57:04Z;8315;348;3;0;47;2510
ssJBPe4KDlk;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group D | Match 1: Maru (T) vs. Ragnarok (Z);2020-05-16T09:08:24Z;12786;605;7;0;75;2711
-aZjzh1rCDo;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group D | Match 2: INnoVation (T) vs. Zest (P);2020-05-16T09:18:46Z;9764;457;3;0;40;1844
v3FPX2aKpJc;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group D | Match 3 — Winners: Maru (T) vs. INnoVation (T);2020-05-16T09:19:39Z;9725;496;3;0;70;2001
S9RoTlegrzE;GSL 2020 - Матчи корейских Global StarCraft II League 2020 года;[2020 GSL Season 1] Round of 16 | Group D | Match 4 — Losers: Ragnarok (Z) vs. Zest (P);2020-05-16T09:20:17Z;7051;328;6;0;28;1718
