video_id;playlist_name;video_name;publication_date;views;likes;dislikes;favorites;comments;duration_seconds
82OSaJOnb1E;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Четвертьфиналы - Dark vs Neeb;2016-11-06T04:30:01Z;11125;257;0;0;30;1907
dWFEEnijq1Q;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Четвертьфиналы - ByuN vs TY;2016-11-06T05:00:01Z;18653;354;1;0;25;2996
_eESroavKCI;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Четвертьфиналы - Zest vs Stats;2016-11-06T05:30:00Z;12740;227;2;0;17;3872
7UMTlAD-rkM;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;Blizzcon 2016 - StarCraft 2: LotV - Шоуматчи Shoutcraft Kings;2016-11-06T06:00:00Z;14252;224;8;0;19;4285
v5hgwTncbWs;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;Blizzcon 2016 - StarCraft 2: LotV - Шоуматчи в кооперативном режиме;2016-11-06T21:00:02Z;7238;139;8;0;5;1428
NYzaGaq1Q4c;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Полуфиналы - Elazer vs Dark;2016-11-06T23:30:02Z;13971;269;3;0;16;1941
MAdw5jJcid4;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Полуфиналы - ByuN vs Stats;2016-11-07T00:00:00Z;33376;520;10;0;42;3006
uheS58893CA;WCS Global Finals 2016 - Чемпионат мира по StarCraft 2;WCS Global Finals 2016 - Грандфинал - ByuN vs Dark - Слон-убийца, слон-герой!;2016-11-07T11:00:03Z;222766;4097;84;0;411;5643
3g6OCsTqm14;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 1: Curious vs Impact;2016-05-27T14:30:00Z;24222;323;6;0;20;2775
CONecBoe3io;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 2: Creator vs ByuL;2016-05-27T15:00:01Z;17696;268;5;0;17;4269
LwQuKkrJGfg;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 3: Bunny vs TRUE;2016-05-27T15:30:00Z;18140;329;1;0;26;3528
mnXjMrPVvDo;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 4: Leenock vs Stats;2016-06-01T14:00:03Z;13090;255;3;0;33;2909
Ne3grH7Duac;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 5: SpeeD vs Trust;2016-06-01T14:30:00Z;13569;247;0;0;17;2993
08KKvcLEEfs;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 6: soO vs HyuN;2016-06-01T15:00:00Z;9953;255;1;0;13;1621
1Q1-LgIgvrk;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 7: sOs vs Trap;2016-06-03T14:30:01Z;12234;249;0;0;8;2880
gfTtwRGZ8Vo;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 8: Rogue vs Hurricane;2016-06-03T15:00:02Z;12031;253;3;0;19;2580
wzZhEmNMiUw;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 9: Stork vs RagnaroK;2016-06-03T16:30:01Z;15828;321;4;0;36;5478
5Mm9PwxNcBU;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 16: aLive vs Billowy;2016-06-15T14:30:00Z;10396;260;1;0;25;2417
4JwNzoxllDA;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 17: DeParture vs Armani;2016-06-15T15:00:01Z;9623;239;1;0;20;3403
DABMqJA13Ag;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 18: Classic vs BrAvO;2016-06-15T15:30:00Z;12471;272;7;0;18;3801
MV0csD2juig;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 19: ByuN vs Forte;2016-06-17T13:58:36Z;9104;202;2;0;17;2209
kxB7Oi5cXgM;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 20: GuMiho vs DongRaeGu;2016-06-17T14:30:01Z;10266;242;2;0;22;2127
IBZxxT_itk4;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 21: MC vs Journey;2016-06-17T15:30:01Z;12962;286;2;0;19;3649
d2zBuSZidKI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 22: Bomber vs Super;2016-06-22T14:30:00Z;15306;330;1;0;29;2750
LWtPJgWTEZE;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 23: Solar vs Hush;2016-06-22T15:30:00Z;11883;237;3;0;26;3133
HHzIqk6sPVU;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeA Match 24: Reality vs Maru;2016-06-22T16:00:02Z;14175;263;2;0;30;3245
TvrrUbQ71U8;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group A - Zest vs MC;2016-07-06T14:00:03Z;10352;310;7;0;35;1763
mDFGe825Ewk;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group A - GuMiho vs Solar;2016-07-06T14:30:01Z;10722;232;2;0;10;2422
p9tSotXVZJQ;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group A - Матч победителей;2016-07-06T15:00:03Z;8866;237;2;0;17;1324
3RvD3BR5kZw;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group A - Матч проигравших;2016-07-06T15:30:00Z;9108;213;4;0;7;2125
oRaOVw7W6Ss;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group A - Матч за второе место;2016-07-06T15:42:12Z;8824;184;1;0;15;1401
LEyveZ5Z2MI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group B - Cure vs Stats;2016-07-08T13:30:00Z;8688;224;0;0;10;1622
DVG3FivbLss;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group B - HerO vs MyuNgSiK;2016-07-08T14:00:01Z;7846;179;1;0;7;1418
vuVjYn45HfY;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group B - Матч победителей;2016-07-08T14:30:01Z;9108;193;2;0;4;1513
xZi0tDwUip0;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group B - Матч проигравших;2016-07-08T15:00:04Z;8154;171;0;0;10;1717
165Elg4hs1Q;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group B - Матч за второе место;2016-07-08T15:30:00Z;8578;185;1;0;34;1191
q5J8y53fv8Q;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group E - TY vs Impact;2016-07-20T14:00:03Z;9193;265;0;0;18;1579
5qzMc2s6ews;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group E - sOs vs Super;2016-07-20T14:30:01Z;8879;224;1;0;10;1834
tWlZXCd-9tc;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group E - Матч победителей;2016-07-20T15:00:03Z;10958;278;0;0;15;2221
1hqWqBavY_c;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group E - Матч проигравших;2016-07-20T15:30:00Z;6963;157;1;0;12;1327
2LEoRXb5LVg;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group E - Матч за второе место;2016-07-20T16:00:01Z;9554;222;3;0;20;1525
-y4gmgBP-XI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group G - herO vs Hurricane;2016-07-27T13:09:33Z;6535;201;0;0;19;916
d2ocuy1ceMw;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group G - DeParture vs Dark;2016-07-27T13:09:49Z;5910;191;0;0;9;732
wfwQI7v1ZW0;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group G - Матч победителей;2016-07-27T14:00:04Z;8816;249;3;0;23;1671
Q_pmDV51jl8;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group G - Матч проигравших;2016-07-27T14:30:00Z;7020;204;1;0;8;2002
Kwex315mDSA;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group G - Матч за второе место;2016-07-27T15:00:01Z;7231;208;0;0;14;1446
F0fBNZqVLZ0;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group H - Dear vs Patience;2016-07-29T13:00:01Z;5837;176;1;0;12;1248
H1MIu8NvWCU;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group H - ByuL vs SpeeD;2016-07-29T13:30:00Z;7222;175;1;0;10;1544
gKtWDnBot_A;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group H - Матч победителей;2016-07-29T14:00:02Z;8412;216;2;0;23;1543
xXTFXSB8puE;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group H - Матч проигравших;2016-07-29T14:30:00Z;6650;168;2;0;13;1990
5jDBBTm4dVA;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro32 Group H - Матч за второе место;2016-07-29T15:00:02Z;7948;204;1;0;10;1786
CtUtIfPoCvg;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group A - Zest vs Ryung;2016-08-10T12:00:02Z;9398;306;3;0;26;1638
8XG-UJicEjw;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group A - TaeJa vs herO;2016-08-10T12:30:01Z;7500;216;0;0;9;1290
1ZjBB8tr6to;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group A - Матч победителей;2016-08-10T12:59:10Z;8872;235;0;0;14;1771
2gbQrol-CeI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group A - Матч проигравших;2016-08-10T13:54:59Z;8607;288;2;0;48;2359
OYW4X4ob_vU;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group A - Матч за второе место;2016-08-10T14:06:08Z;8134;212;0;0;22;1807
-cL8tAC-af8;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group B - Cure vs Dark;2016-08-12T12:00:00Z;8952;270;1;0;13;2376
Cg7mBfm341M;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group B - sOs vs ByuN;2016-08-12T13:21:45Z;8247;222;4;0;14;1247
rEoEHbfgQh4;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group B - Матч победителей;2016-08-12T13:33:52Z;11979;331;3;0;15;3022
o1JLr2Ahjzc;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group B - Матч проигравших;2016-08-12T14:30:19Z;6641;194;1;0;8;1082
fJcDDkIYoOI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group B - Матч за второе место;2016-08-12T14:30:26Z;8375;238;3;0;25;1087
vGnF3rpG_Bs;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group C - Dear vs ByuL;2016-08-17T13:29:42Z;7568;222;1;0;11;1494
5x2lP31dL6Y;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group C - MyuNgSiK vs Maru;2016-08-17T13:30:50Z;8898;233;2;0;13;2186
p3B7oG55jlk;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group C - Матч победителей;2016-08-17T13:34:16Z;6542;227;1;0;4;853
VF9-G_txjqY;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group C - Матч проигравших;2016-08-17T13:34:37Z;6052;197;2;0;11;1002
dMyyI0C65JI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group C - Матч за второе место;2016-08-17T13:35:09Z;7882;209;1;0;5;1818
OPzy2TDxHaI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group D - TY vs Rogue;2016-08-19T15:30:00Z;11683;304;3;0;25;3250
-qMA-eTizGI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group D - GuMiho vs Classic;2016-08-19T16:00:01Z;7319;225;0;0;16;1585
-_9PhZIHvFc;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group D - Матч победителей;2016-08-19T16:30:00Z;10276;229;1;0;12;2788
hLuqpj8JxUM;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group D - Матч проигравших;2016-08-19T17:00:02Z;6273;181;1;0;22;1111
U7xKoomp9eg;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro16 Group D - Матч за второе место;2016-08-19T17:30:01Z;9838;223;3;0;15;2364
Ptvri6Clc9g;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro8 Match 1 - herO vs sOs;2016-08-24T11:52:24Z;11901;305;1;0;27;2278
y3CLWHzUzHY;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro8 Match 2 - MyuNgSiK vs GuMiho;2016-08-24T14:00:03Z;13132;307;3;0;59;2495
pN9f_IpePZ0;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro4 Match 1 - sOs vs MyuNgSiK;2016-08-31T13:00:03Z;18337;371;3;0;51;4460
uThuZq5WOgQ;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS Ro4 Match 2 - ByuN vs Dear;2016-09-02T13:42:42Z;23305;450;4;0;58;4163
fSSYrBwZNtA;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: GSL 2016 Season 2 CodeS FINAL - sOs vs ByuN;2016-09-10T15:26:02Z;27854;700;7;0;84;3462
dfFflR7dtOI;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: WCS 2016 Season 2 Cross Finals - Архон шоуматч;2016-09-25T07:46:53Z;11149;251;2;0;14;3193
itjQVPC2FVc;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: WCS 2016 Season 2 Cross Finals - Solar vs sOs;2016-09-25T11:16:49Z;11709;210;2;0;8;3015
ftnSvt4vQzQ;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;[MUST SEE] Корея 2.0: WCS 2016 Season 2 Cross Finals - ByuN vs Dark;2016-09-25T12:58:45Z;33960;703;10;0;43;6131
GF4naH6QT48;Корея 2.0 - Global StarCraft 2 League 2016 Season 2;Корея 2.0: WCS 2016 Season 2 Cross Finals - Финал;2016-09-25T18:00:00Z;18339;268;7;0;57;4029
3yjLY-3D4Lk;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Groups: Dayshi (T) vs Majestic (P);2016-01-23T23:30:00Z;8149;157;1;0;10;2015
BfRaZ3wPoB4;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Groups: HuK (P) vs MarineLord (T);2016-01-24T00:00:00Z;5057;107;1;0;12;1951
mi9GVh4TEoU;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Groups: Serral (Z) vs Protosser (Z);2016-01-24T00:30:00Z;3877;89;0;0;5;1750
QTRcxmGVs34;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro32: Lilbow (P) vs Nerchio (Z);2016-01-24T01:00:00Z;6272;97;0;0;5;3962
BJXc2d08fLs;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro16: TLO (Z) vs Snute (Z);2016-01-24T01:30:01Z;3597;74;0;0;1;3905
rh6MRVLWE-0;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro16: ShoWTimE (P) vs Lilbow (P);2016-01-24T02:00:01Z;3018;63;0;0;1;3040
5PSb8NeCGzg;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro16: Bly (Z) vs Probe (P) / HuK (P) vs Serral (Z);2016-01-24T02:30:02Z;3840;85;2;0;5;3557
6mcYcMFDcRE;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro16: uThermal (T) vs Harstem (P);2016-01-24T03:00:00Z;2799;62;0;0;6;1584
TgNbsDFgVls;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro8: TLO (Z) vs PtitDrogo (P);2016-01-24T03:30:01Z;3425;67;0;0;4;3703
r2t6yGqojHQ;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro8: Serral (Z) vs viOlet (Z);2016-01-24T04:00:00Z;2159;49;0;0;2;2060
mPAawdBiPsQ;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro8: uThermal (T) vs ShoWTimE (P);2016-01-24T04:30:00Z;4540;110;0;0;9;2689
tjypLaplv80;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro8: Bly (Z) vs Hydra (Z);2016-01-24T05:00:00Z;5027;139;1;0;9;3043
HH5bfqLDZnE;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro4: PtitDrogo (P) vs uThermal (T);2016-01-24T05:30:00Z;5112;103;0;0;9;2997
L1o3f1_jSHA;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 Ro4: Bly (Z) vs viOlet (Z);2016-01-24T06:00:00Z;5957;179;0;0;17;1722
OwvlxrS0a_w;DreamHack Leipzig 2016 по StarCraft 2: Legacy of the Void;DreamHack Leipzig 2016 StarCraft 2 FINAL: Bly (Z) vs PtitDrogo (P);2016-01-24T17:00:02Z;14093;327;3;0;60;4521
BNSpPafMduQ;Турнир Cybbet Race Wars: Январь - февраль 2016;Квалификация к StarCraft 2 LotV Cybbet Race Wars: DIMAGA vs Verdi;2016-01-17T19:20:39Z;16606;234;2;0;21;2634
pDKriWJ4ZIc;Турнир Cybbet Race Wars: Январь - февраль 2016;Квалификация к StarCraft 2 LotV Cybbet Race Wars: TerranWeak vs Miszu;2016-01-17T19:20:23Z;8811;183;0;0;52;1461
yVDvK_esYok;Турнир Cybbet Race Wars: Январь - февраль 2016;Квалификация к StarCraft 2 LotV Cybbet Race Wars: Nerchio vs FireCake;2016-01-17T19:20:51Z;7959;211;1;0;17;1175
npXM0xjcpF0;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 1: aLive vs HyuN;2016-01-21T21:48:06Z;7956;229;1;0;18;1178
y80Yk0SI9HY;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 2: aLive vs MC;2016-01-21T21:51:19Z;18352;244;5;0;10;1962
7qdeAN5tnOU;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 3: HyuN vs MC;2016-01-21T21:51:29Z;7250;165;3;0;10;1160
ifHi7awWY6c;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 4: Major vs HyuN;2016-01-21T21:56:53Z;7399;152;1;0;12;1506
qlZehm9u9FE;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 5: Major vs puCK;2016-01-22T09:07:54Z;7166;152;2;0;13;2141
hvZXjUnkRzI;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 1 Match 6: HyuN vs puCK;2016-01-22T09:08:04Z;7752;161;3;0;14;2058
A0QI0yfHsPA;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 1: Bomber vs Serral;2016-01-26T23:00:48Z;8077;197;1;0;10;1209
bIy3tkwsqKU;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 2: Bomber vs MaNa;2016-01-27T00:46:45Z;15780;228;2;0;16;1895
zq5PHgXp4Aw;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 3: Serral vs Verdi;2016-01-27T00:47:39Z;8372;112;4;0;8;1902
UozI_cSyHf0;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 4: Bunny vs Verdi;2016-01-27T08:43:21Z;6255;100;2;0;8;1292
WUJjZsH99IA;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 5: Scarlett vs MaNa;2016-01-27T08:43:32Z;9754;164;2;0;28;2211
514DouP150A;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 2 Match 6: Bunny vs Scarlett;2016-01-27T11:00:00Z;10273;171;2;0;7;2358
rQ9cRUAlNc4;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 1: Kas vs Leenock;2016-01-30T06:00:00Z;9213;158;7;0;22;1843
nIgA8cbHyB4;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 2: Strange vs Leenock;2016-01-30T07:00:01Z;6888;137;3;0;6;1273
96ddbF44Kbg;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 3: Kas vs Super;2016-01-30T08:00:00Z;5629;116;1;0;8;1041
riS0e6mWp6c;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 4: Bly vs Super;2016-01-30T09:00:02Z;12994;268;5;0;27;2342
yyaoqisnLjI;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 5: Strange vs Miszu;2016-01-30T10:00:01Z;7411;130;2;0;17;1894
efUVprlCGyY;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 3 Match 6: Bly vs Miszu;2016-01-30T11:00:01Z;8263;177;1;0;6;980
1FJ54aJhbYw;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 1: Super vs Bunny;2016-02-02T23:55:04Z;6576;155;4;0;13;2022
o7zTudJBOkY;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 2: Super vs FireCake;2016-02-03T06:00:00Z;5093;116;1;0;11;1515
c2sauXKsDGs;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 3: aLive vs Scarlett;2016-02-03T06:30:00Z;7692;147;3;0;6;2267
WqAEWQ0RGQM;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 4: aLive vs Verdi;2016-02-03T07:00:00Z;5401;102;2;0;7;1396
scE3YWqXU7c;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 5: FireCake vs Bunny;2016-02-03T07:30:00Z;4433;96;2;0;7;781
Avvt-4iDCr8;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 4 Match 6: Scarlet vs Verdi;2016-02-03T08:00:00Z;6355;117;1;0;8;1703
hLGIrWZUDWE;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 5 Match 1: Miszu vs puCK;2016-02-06T13:00:02Z;6332;124;1;0;16;1677
wqwRAN7Ykq0;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 5 Match 2: MC vs Bly;2016-02-06T14:00:03Z;6739;199;0;0;11;1336
epVGLs80l0k;Турнир Cybbet Race Wars: Январь - февраль 2016;StarCraft 2 LotV Cybbet Race Wars 2016 Day 5 Match 3: MC vs Major;2016-02-06T15:00:01Z;4813;104;0;0;11;1099
